"CustomerID","Recency_capped","Frequency_capped","Monetary_capped","Cluster_Id","Segment"
13216,268,1,333.74,1,"Dormant"
13217,123,3,533.98,2,"Active Customers"
13218,128,1,62.64,2,"Active Customers"
13220,79,4,819.29,2,"Active Customers"
13221,241,2,844.86,1,"Dormant"
13223,201,2,163.2,1,"Dormant"
13224,61,2,2152.95,2,"Active Customers"
13225,4,7,6463.84,2,"Active Customers"
13226,274,1,108.21,1,"Dormant"
13227,202,1,257.7,1,"Dormant"
13228,82,1,358,2,"Active Customers"
13229,226,1,160.95,1,"Dormant"
13230,5,14,2806.97,2,"Active Customers"
13232,13,7,1357,2,"Active Customers"
13233,75,2,605.12,2,"Active Customers"
13235,213,1,1031.07,1,"Dormant"
13236,25,2,744.85,2,"Active Customers"
13238,18,4,700.73,2,"Active Customers"
13239,262,1,329.56,1,"Dormant"
13240,97,4,648.7,2,"Active Customers"
13242,113,3,270.4,2,"Active Customers"
13243,204,1,600.07,1,"Dormant"
13244,93,1,121.74,2,"Active Customers"
13245,51,1,430.5,2,"Active Customers"
13246,19,6,1987.3,2,"Active Customers"
13247,18,4,501.12,2,"Active Customers"
13248,125,2,465.68,2,"Active Customers"
13249,93,3,711.41,2,"Active Customers"
13253,157,2,1030.4,1,"Dormant"
13255,10,2,399.51,2,"Active Customers"
13258,12,3,698.58,2,"Active Customers"
13259,62,1,292.32,2,"Active Customers"
13260,62,1,557.62,2,"Active Customers"
13261,269,2,944.1,1,"Dormant"
13262,264,1,200.29,1,"Dormant"
13263,2,30,7428.85,3,"VIP Customers"
13265,54,5,2107.66,2,"Active Customers"
13266,12,12,3834.26,2,"Active Customers"
13267,3,19,4521.49,3,"VIP Customers"
13268,18,10,3192.65,2,"Active Customers"
13269,2,15,5346.23,3,"VIP Customers"
13270,367,1,590,1,"Dormant"
13271,38,1,217.38,2,"Active Customers"
13272,32,2,276.56,2,"Active Customers"
13273,114,1,138.98,2,"Active Customers"
13276,64,2,590.93,2,"Active Customers"
13277,16,4,258.4,2,"Active Customers"
13278,41,1,542.73,2,"Active Customers"
13279,79,1,137.75,2,"Active Customers"
13280,123,3,814.86,2,"Active Customers"
13282,19,3,1132.14,2,"Active Customers"
13283,60,2,93.66,2,"Active Customers"
13284,331,1,201.19,1,"Dormant"
13285,24,4,2709.12,2,"Active Customers"
13291,156,1,361.11,1,"Dormant"
13292,39,2,578.94,2,"Active Customers"
13294,190,2,873.74,1,"Dormant"
13295,360,1,201.2,1,"Dormant"
13296,138,1,87.4,1,"Dormant"
13297,8,4,2089.85,2,"Active Customers"
13298,2,1,360,2,"Active Customers"
13299,269,1,142.5,1,"Dormant"
13300,170,1,371.89,1,"Dormant"
13301,104,4,600.19,2,"Active Customers"
13302,156,1,63.75,1,"Dormant"
13304,352,1,300.42,1,"Dormant"
13305,5,10,2000.86,2,"Active Customers"
13307,121,1,52.2,2,"Active Customers"
13308,23,3,1385.51,2,"Active Customers"
13309,8,5,1456.79,2,"Active Customers"
13310,29,3,1132.03,2,"Active Customers"
13311,5,2,598.57,2,"Active Customers"
13313,23,5,1555.32,2,"Active Customers"
13314,2,3,775.94,2,"Active Customers"
13316,38,4,5977.73,2,"Active Customers"
13317,67,6,2273.68,2,"Active Customers"
13318,2,3,640.76,2,"Active Customers"
13319,6,26,10845.55,3,"VIP Customers"
13320,79,4,1548.7,2,"Active Customers"
13321,73,2,567.36,2,"Active Customers"
13322,18,1,199.48,2,"Active Customers"
13323,4,5,787.85,2,"Active Customers"
13324,37,10,7121.95,3,"VIP Customers"
13325,82,1,675.3,2,"Active Customers"
13327,39,8,3627.77,2,"Active Customers"
13328,317,1,1308.48,1,"Dormant"
13329,32,2,789,2,"Active Customers"
13330,93,3,1140.93,2,"Active Customers"
13332,15,1,350.9,2,"Active Customers"
13334,83,3,3536.82,2,"Active Customers"
13336,78,1,795.12,2,"Active Customers"
13338,158,1,437.02,1,"Dormant"
13339,201,1,860.12,1,"Dormant"
13340,46,7,10736.48,3,"VIP Customers"
13341,261,1,775.85,1,"Dormant"
13343,178,1,303.43,1,"Dormant"
13344,68,3,2543.72,2,"Active Customers"
13345,288,1,339.5,1,"Dormant"
13347,71,1,291.36,2,"Active Customers"
13348,65,1,233.76,2,"Active Customers"
13349,11,1,197.32,2,"Active Customers"
13350,17,2,879.12,2,"Active Customers"
13351,67,1,323.94,2,"Active Customers"
13352,61,1,347.98,2,"Active Customers"
13354,72,1,743.53,2,"Active Customers"
13355,123,1,674.7,2,"Active Customers"
13356,81,1,768.24,2,"Active Customers"
13357,258,1,609.95,1,"Dormant"
13358,269,1,389.03,1,"Dormant"
13359,64,1,389.56,2,"Active Customers"
13362,10,4,3090.74,2,"Active Customers"
13363,18,2,892.5,2,"Active Customers"
13364,72,1,134.96,2,"Active Customers"
13365,34,2,2225.37,2,"Active Customers"
13366,51,1,56.16,2,"Active Customers"
13368,257,2,573.4,1,"Dormant"
13369,366,1,258.28,1,"Dormant"
13370,369,1,754.87,1,"Dormant"
13372,90,1,328.64,2,"Active Customers"
13373,61,3,3312.25,2,"Active Customers"
13375,89,1,778.65,2,"Active Customers"
13376,100,3,869.76,2,"Active Customers"
13379,27,3,572.56,2,"Active Customers"
13381,32,6,3639.31,2,"Active Customers"
13382,281,1,222.99,1,"Dormant"
13384,31,7,4151.93,2,"Active Customers"
13385,330,1,534.57,1,"Dormant"
13388,132,2,677.1,2,"Active Customers"
13389,12,3,797.96,2,"Active Customers"
13390,75,1,544.08,2,"Active Customers"
13391,204,1,59.8,1,"Dormant"
13394,2,8,2520.02,2,"Active Customers"
13395,186,1,307.72,1,"Dormant"
13396,30,2,1360.99,2,"Active Customers"
13397,73,5,1544.13,2,"Active Customers"
13398,193,1,457.34,1,"Dormant"
13402,128,2,621.23,2,"Active Customers"
13403,18,1,75,2,"Active Customers"
13404,2,2,252.49,2,"Active Customers"
13405,205,2,557.45,1,"Dormant"
13408,2,30,18715.313,3,"VIP Customers"
13410,25,5,1003.06,2,"Active Customers"
13411,108,1,213.55,2,"Active Customers"
13414,134,3,1390.5,2,"Active Customers"
13416,44,2,712.5,2,"Active Customers"
13417,5,2,640.83,2,"Active Customers"
13418,12,18,6127.43,3,"VIP Customers"
13419,64,1,221.06,2,"Active Customers"
13420,150,2,159.85,1,"Dormant"
13421,41,2,1840.58,2,"Active Customers"
13422,65,1,2626.3,2,"Active Customers"
13425,109,3,1624.21,2,"Active Customers"
13426,2,10,3641.32,2,"Active Customers"
13427,20,3,582.6,2,"Active Customers"
13428,11,1,218.47,2,"Active Customers"
13429,11,4,1006.8,2,"Active Customers"
13430,19,2,679.45,2,"Active Customers"
13431,68,2,1269.1,2,"Active Customers"
13434,75,2,534.24,2,"Active Customers"
13435,6,7,3809.89,2,"Active Customers"
13436,2,1,196.89,2,"Active Customers"
13437,15,7,3408.06,2,"Active Customers"
13439,256,1,283.71,1,"Dormant"
13441,92,1,296.64,2,"Active Customers"
13447,24,3,1129.14,2,"Active Customers"
13448,17,6,3539.37,2,"Active Customers"
13449,24,1,291.88,2,"Active Customers"
13450,27,6,2043.72,2,"Active Customers"
13451,27,5,2976.15,2,"Active Customers"
13452,260,2,590,1,"Dormant"
13453,166,2,356.98,1,"Dormant"
13455,25,2,1058.34,2,"Active Customers"
13456,18,6,1766.72,2,"Active Customers"
13458,8,14,9646.57,3,"VIP Customers"
13460,30,2,183.44,2,"Active Customers"
13461,39,3,1445,2,"Active Customers"
13462,253,1,151.5,1,"Dormant"
13464,59,1,674.68,2,"Active Customers"
13466,185,1,307.9,1,"Dormant"
13467,11,2,1083.71,2,"Active Customers"
13468,2,30,5704.97,3,"VIP Customers"
13470,100,2,165,2,"Active Customers"
13471,2,4,2531.58,2,"Active Customers"
13473,61,2,422.64,2,"Active Customers"
13474,237,1,229.59,1,"Dormant"
13475,192,4,1431.78,1,"Dormant"
13476,179,2,1238.47,1,"Dormant"
13477,38,6,1454.58,2,"Active Customers"
13479,201,2,300.95,1,"Dormant"
13481,46,5,1804.56,2,"Active Customers"
13482,233,1,184.64,1,"Dormant"
13483,66,1,140.34,2,"Active Customers"
13484,242,1,313.8,1,"Dormant"
13485,234,1,454.24,1,"Dormant"
13486,79,3,1122.41,2,"Active Customers"
13487,58,3,575.4,2,"Active Customers"
13488,18,13,8968.31,3,"VIP Customers"
13489,106,4,449.52,2,"Active Customers"
13491,52,10,1215.82,2,"Active Customers"
13492,137,3,1269.84,2,"Active Customers"
13493,276,2,498.63,1,"Dormant"
13494,312,1,316.26,1,"Dormant"
13495,8,5,2044.87,2,"Active Customers"
13496,11,2,653.33,2,"Active Customers"
13497,283,2,348.05,1,"Dormant"
13499,18,5,1159.11,2,"Active Customers"
13500,24,3,1166.77,2,"Active Customers"
13501,289,1,1340.32,1,"Dormant"
13502,17,3,292,2,"Active Customers"
13503,72,1,216.85,2,"Active Customers"
13504,65,1,295.93,2,"Active Customers"
13505,73,4,3633.63,2,"Active Customers"
13506,317,2,458.52,1,"Dormant"
13507,4,4,2479.16,2,"Active Customers"
13508,244,1,110.97,1,"Dormant"
13509,9,6,964.72,2,"Active Customers"
13510,2,4,1791.56,2,"Active Customers"
13512,261,1,251.21,1,"Dormant"
13513,127,1,205.1,2,"Active Customers"
13514,74,1,152.2,2,"Active Customers"
13515,73,4,891.12,2,"Active Customers"
13516,22,3,1389.41,2,"Active Customers"
13517,60,3,2128.42,2,"Active Customers"
13518,86,1,659.44,2,"Active Customers"
13519,79,1,122.75,2,"Active Customers"
13520,59,6,2984.35,2,"Active Customers"
13521,2,3,1092.39,2,"Active Customers"
13522,31,1,125.8,2,"Active Customers"
13523,34,5,3964.88,2,"Active Customers"
13524,41,5,680.18,2,"Active Customers"
13525,15,2,628.78,2,"Active Customers"
13527,34,7,2287.51,2,"Active Customers"
13529,79,2,307.76,2,"Active Customers"
13531,206,2,483.8,1,"Dormant"
13532,34,1,210.31,2,"Active Customers"
13533,183,3,270.79,1,"Dormant"
13534,3,25,5870.08,3,"VIP Customers"
13536,2,7,3448.29,2,"Active Customers"
13538,44,7,1280.85,2,"Active Customers"
13539,86,3,631.34,2,"Active Customers"
13544,40,2,291.41,2,"Active Customers"
13546,13,3,626.99,2,"Active Customers"
13548,97,2,682.41,2,"Active Customers"
13549,26,7,918.2,2,"Active Customers"
13551,320,1,91.8,1,"Dormant"
13552,67,12,3740.07,2,"Active Customers"
13555,74,4,4149.28,2,"Active Customers"
13557,29,2,584.06,2,"Active Customers"
13558,6,4,605.06,2,"Active Customers"
13560,8,1,174.37,2,"Active Customers"
13561,216,1,141.86,1,"Dormant"
13562,82,3,1799.33,2,"Active Customers"
13563,85,2,777.53,2,"Active Customers"
13564,355,2,1198.38,1,"Dormant"
13565,20,2,240.22,2,"Active Customers"
13566,41,2,874.71,2,"Active Customers"
13568,174,1,192.85,1,"Dormant"
13569,18,2,372.25,2,"Active Customers"
13570,244,1,239.49,1,"Dormant"
13571,13,12,2092.32,2,"Active Customers"
13572,206,1,1384.25,1,"Dormant"
13573,51,2,294.4,2,"Active Customers"
13575,24,5,732.07,2,"Active Customers"
13576,11,18,6717.34,3,"VIP Customers"
13577,26,4,1687.6,2,"Active Customers"
13579,15,2,467.04,2,"Active Customers"
13581,310,1,118,1,"Dormant"
13583,156,1,781.03,1,"Dormant"
13584,307,1,142.4,1,"Dormant"
13587,64,1,712.4,2,"Active Customers"
13588,16,9,2478.95,2,"Active Customers"
13589,15,2,379.65,2,"Active Customers"
13590,12,6,1981.92,2,"Active Customers"
13591,65,3,1117.13,2,"Active Customers"
13592,36,4,247.96,2,"Active Customers"
13593,109,5,2037.08,2,"Active Customers"
13594,53,1,396.97,2,"Active Customers"
13596,6,2,697.04,2,"Active Customers"
13598,48,1,180.17,2,"Active Customers"
13599,2,21,5153.67,3,"VIP Customers"
13600,313,1,219.52,1,"Dormant"
13601,46,2,693.32,2,"Active Customers"
13602,65,1,428.89,2,"Active Customers"
13603,27,1,164.34,2,"Active Customers"
13606,30,3,280.54,2,"Active Customers"
13607,41,1,678.01,2,"Active Customers"
13610,13,7,1131.88,2,"Active Customers"
13611,90,3,1171.8,2,"Active Customers"
13614,25,4,1610.46,2,"Active Customers"
13615,319,1,417.69,1,"Dormant"
13617,41,3,544.18,2,"Active Customers"
13618,174,1,177.34,1,"Dormant"
13621,117,1,213.85,2,"Active Customers"
13623,31,5,747.78,2,"Active Customers"
13626,253,1,257.23,1,"Dormant"
13627,60,5,1638.47,2,"Active Customers"
13629,24,11,7792.36,3,"VIP Customers"
13630,6,7,2031.78,2,"Active Customers"
13631,100,11,3070.42,2,"Active Customers"
13632,25,5,2121.27,2,"Active Customers"
13634,34,5,1575.16,2,"Active Customers"
13635,68,1,1071.03,2,"Active Customers"
13636,37,5,949.12,2,"Active Customers"
13637,53,3,809.25,2,"Active Customers"
13638,16,1,122.64,2,"Active Customers"
13639,75,1,1033.34,2,"Active Customers"
13642,216,1,354.8,1,"Dormant"
13643,32,3,519.44,2,"Active Customers"
13644,17,4,2624.26,2,"Active Customers"
13645,121,1,252.1,2,"Active Customers"
13647,10,4,1678.12,2,"Active Customers"
13649,257,2,346.6,1,"Dormant"
13650,17,6,1836.34,2,"Active Customers"
13651,40,1,79.2,2,"Active Customers"
13652,46,3,1095.08,2,"Active Customers"
13654,44,6,2707.33,2,"Active Customers"
13655,115,2,932.97,2,"Active Customers"
13656,165,2,379.65,1,"Dormant"
13657,11,2,382.14,2,"Active Customers"
13658,10,5,2639.17,2,"Active Customers"
13659,206,2,1573.2,1,"Dormant"
13662,86,3,897.76,2,"Active Customers"
13663,180,1,189.47,1,"Dormant"
13666,61,3,84.65,2,"Active Customers"
13667,150,1,305.02,1,"Dormant"
13668,3,21,6363.59,3,"VIP Customers"
13669,51,2,218.55,2,"Active Customers"
13670,76,1,349.7,2,"Active Customers"
13672,302,2,186.39,1,"Dormant"
13673,19,2,396.92,2,"Active Customers"
13675,152,2,486.82,1,"Dormant"
13678,152,1,232.6,1,"Dormant"
13680,2,4,3722.42,2,"Active Customers"
13681,18,4,827.83,2,"Active Customers"
13682,188,1,59.5,1,"Dormant"
13684,286,1,67.23,1,"Dormant"
13685,3,7,3119.44,2,"Active Customers"
13686,183,1,72,1,"Dormant"
13689,64,1,910,2,"Active Customers"
13690,60,1,172.25,2,"Active Customers"
13692,25,3,1488.32,2,"Active Customers"
13694,4,30,18715.313,3,"VIP Customers"
13695,32,15,2504.13,2,"Active Customers"
13697,39,1,151.3,2,"Active Customers"
13699,156,1,308.58,1,"Dormant"
13700,27,10,2265.12,2,"Active Customers"
13703,319,1,99.5,1,"Dormant"
13704,6,9,2308.06,2,"Active Customers"
13705,8,3,711.86,2,"Active Customers"
13706,303,1,330.79,1,"Dormant"
13707,268,2,806.41,1,"Dormant"
13708,272,1,294.88,1,"Dormant"
13709,4,13,6328.05,3,"VIP Customers"
13710,32,1,180.48,2,"Active Customers"
13711,219,2,252.06,1,"Dormant"
13712,247,1,228.84,1,"Dormant"
13715,282,5,1079.34,1,"Dormant"
13716,270,1,138.28,1,"Dormant"
13717,33,6,1445.01,2,"Active Customers"
13718,247,2,306.55,1,"Dormant"
13719,16,5,1041.68,2,"Active Customers"
13720,117,4,799.9,2,"Active Customers"
13721,37,1,524.14,2,"Active Customers"
13722,132,3,2375.41,2,"Active Customers"
13723,218,1,199.85,1,"Dormant"
13725,50,8,1980.56,2,"Active Customers"
13726,39,2,1079.66,2,"Active Customers"
13727,29,2,333.48,2,"Active Customers"
13728,37,6,1016.14,2,"Active Customers"
13730,136,2,752.6,2,"Active Customers"
13731,220,2,610.59,1,"Dormant"
13732,29,1,491.86,2,"Active Customers"
13735,25,4,2885.24,2,"Active Customers"
13736,6,2,731.9,2,"Active Customers"
13737,201,1,339.6,1,"Dormant"
13739,19,1,216.9,2,"Active Customers"
13740,241,1,350.75,1,"Dormant"
13741,72,3,668.43,2,"Active Customers"
13742,17,12,3131.02,2,"Active Customers"
13743,3,7,1341.6,2,"Active Customers"
13744,96,2,1156.36,2,"Active Customers"
13745,163,1,300.04,1,"Dormant"
13747,369,1,79.6,1,"Dormant"
13748,96,5,948.25,2,"Active Customers"
13750,54,5,1647.26,2,"Active Customers"
13751,289,1,296.25,1,"Dormant"
13752,125,6,1186.28,2,"Active Customers"
13753,288,1,741.26,1,"Dormant"
13754,152,2,282.6,1,"Dormant"
13755,4,9,2161.35,2,"Active Customers"
13756,3,14,5189.52,3,"VIP Customers"
13758,12,7,3190.55,2,"Active Customers"
13759,34,2,659.41,2,"Active Customers"
13760,55,2,286.79,2,"Active Customers"
13761,51,2,1070.65,2,"Active Customers"
13762,219,1,306.72,1,"Dormant"
13763,64,1,1714.96,2,"Active Customers"
13764,71,3,1518.76,2,"Active Customers"
13767,3,30,17220.36,3,"VIP Customers"
13769,3,10,2796.51,2,"Active Customers"
13771,65,4,2634.45,2,"Active Customers"
13772,34,3,1132.13,2,"Active Customers"
13774,82,1,345,2,"Active Customers"
13777,2,30,18715.313,3,"VIP Customers"
13778,104,1,178.7,2,"Active Customers"
13780,8,2,360.01,2,"Active Customers"
13781,251,1,127.84,1,"Dormant"
13782,13,6,912,2,"Active Customers"
13784,10,11,2462.79,2,"Active Customers"
13786,368,1,230.4,1,"Dormant"
13787,76,2,309.04,2,"Active Customers"
13790,5,1,348.8,2,"Active Customers"
13791,128,2,1516,2,"Active Customers"
13792,67,2,195.55,2,"Active Customers"
13798,2,30,18715.313,3,"VIP Customers"
13799,117,2,688.86,2,"Active Customers"
13800,310,1,558.32,1,"Dormant"
13801,67,1,324.8,2,"Active Customers"
13802,139,3,4599.42,2,"Active Customers"
13803,256,1,277.07,1,"Dormant"
13804,31,7,2635.79,2,"Active Customers"
13805,53,2,924.6,2,"Active Customers"
13806,64,1,256.38,2,"Active Customers"
13807,368,1,112.6,1,"Dormant"
13808,6,5,1747.66,2,"Active Customers"
13809,306,1,155.05,1,"Dormant"
13810,29,2,827.51,2,"Active Customers"
13811,184,2,519.75,1,"Dormant"
13812,43,3,485,2,"Active Customers"
13813,40,4,1168.86,2,"Active Customers"
13814,93,2,1579.12,2,"Active Customers"
13815,23,4,3667.36,2,"Active Customers"
13816,24,2,499.67,2,"Active Customers"
13817,30,2,328.98,2,"Active Customers"
13819,302,3,1140.35,1,"Dormant"
13821,145,2,385.64,1,"Dormant"
13822,6,2,632,2,"Active Customers"
13823,19,2,957.66,2,"Active Customers"
13824,33,5,1698.94,2,"Active Customers"
13826,177,1,189.5,1,"Dormant"
13827,58,3,412.05,2,"Active Customers"
13828,23,1,209.49,2,"Active Customers"
13831,17,6,2202.99,2,"Active Customers"
13832,20,1,52.2,2,"Active Customers"
13833,160,1,384.8,1,"Dormant"
13835,26,4,834.57,2,"Active Customers"
13837,212,2,271.24,1,"Dormant"
13838,6,4,691.73,2,"Active Customers"
13841,253,1,85,1,"Dormant"
13842,59,9,3385.62,2,"Active Customers"
13844,12,1,361.62,2,"Active Customers"
13845,65,1,312.98,2,"Active Customers"
13846,25,3,865.06,2,"Active Customers"
13848,93,3,1255,2,"Active Customers"
13849,52,2,1537.95,2,"Active Customers"
13850,130,1,1595.48,2,"Active Customers"
13851,96,3,2651.46,2,"Active Customers"
13853,58,1,1090.14,2,"Active Customers"
13854,9,25,8109.52,3,"VIP Customers"
13856,169,3,388.5,1,"Dormant"
13858,58,1,216.17,2,"Active Customers"
13859,327,1,201.16,1,"Dormant"
13860,2,5,1245.9,2,"Active Customers"
13862,19,8,2209.36,2,"Active Customers"
13863,248,1,305.78,1,"Dormant"
13865,59,4,501.56,2,"Active Customers"
13866,75,1,145.67,2,"Active Customers"
13867,32,3,1015.29,2,"Active Customers"
13868,8,2,3192.54,2,"Active Customers"
13869,124,4,3104.95,2,"Active Customers"
13870,3,8,2770.94,2,"Active Customers"
13871,23,13,6403.25,3,"VIP Customers"
13873,120,3,389.6,2,"Active Customers"
13874,359,1,540.45,1,"Dormant"
13875,54,5,1786.79,2,"Active Customers"
13876,64,1,122.7,2,"Active Customers"
13877,87,1,117.24,2,"Active Customers"
13878,55,1,1281.53,2,"Active Customers"
13880,22,13,3219.77,2,"Active Customers"
13881,4,20,17159.52,3,"VIP Customers"
13882,3,5,1191.13,2,"Active Customers"
13883,11,5,2674.48,2,"Active Customers"
13884,8,5,787.6,2,"Active Customers"
13885,190,2,506.8,1,"Dormant"
13886,72,1,243.56,2,"Active Customers"
13887,205,1,349.55,1,"Dormant"
13888,120,2,605.63,2,"Active Customers"
13889,93,1,416.9,2,"Active Customers"
13890,2,10,1883.81,2,"Active Customers"
13892,27,4,632.97,2,"Active Customers"
13893,298,1,821.1,1,"Dormant"
13894,24,3,564.62,2,"Active Customers"
13895,29,4,2593.07,2,"Active Customers"
13897,51,1,311.16,2,"Active Customers"
13898,326,1,155.93,1,"Dormant"
13899,17,2,388.52,2,"Active Customers"
13900,184,3,740.95,1,"Dormant"
13901,73,5,2867.2,2,"Active Customers"
13904,38,2,332.64,2,"Active Customers"
13908,80,4,2319.55,2,"Active Customers"
13911,58,9,2580.91,2,"Active Customers"
13914,12,2,626.45,2,"Active Customers"
13917,50,2,272.04,2,"Active Customers"
13918,50,2,1212.84,2,"Active Customers"
13919,60,2,348.81,2,"Active Customers"
13922,352,1,172.25,1,"Dormant"
13923,54,1,351.13,2,"Active Customers"
13924,2,6,1838.85,2,"Active Customers"
13925,93,4,678.25,2,"Active Customers"
13926,24,1,223.85,2,"Active Customers"
13927,75,1,348.99,2,"Active Customers"
13928,11,4,464.57,2,"Active Customers"
13929,170,2,842.65,1,"Dormant"
13930,58,2,337.34,2,"Active Customers"
13931,96,2,1237.53,2,"Active Customers"
13932,295,1,307.4,1,"Dormant"
13933,110,2,608.79,2,"Active Customers"
13934,264,1,922.1,1,"Dormant"
13936,180,1,376.58,1,"Dormant"
13937,170,1,158.85,1,"Dormant"
13938,36,1,71.66,2,"Active Customers"
13939,24,3,568.55,2,"Active Customers"
13940,18,4,839.14,2,"Active Customers"
13941,22,5,5112.96,2,"Active Customers"
13946,80,3,561.57,2,"Active Customers"
13947,66,1,90.6,2,"Active Customers"
13948,361,1,102,1,"Dormant"
13949,3,6,2427.32,2,"Active Customers"
13950,12,4,745.06,2,"Active Customers"
13951,177,3,674.45,1,"Dormant"
13952,218,2,3251.07,1,"Dormant"
13953,8,7,3515.68,2,"Active Customers"
13954,2,2,439.92,2,"Active Customers"
13955,155,2,322.96,1,"Dormant"
13956,6,5,1026.42,2,"Active Customers"
13959,80,3,598.2,2,"Active Customers"
13960,22,2,230.22,2,"Active Customers"
13962,22,2,169.55,2,"Active Customers"
13963,309,4,664.54,1,"Dormant"
13967,146,1,80.7,1,"Dormant"
13969,8,18,9053.94,3,"VIP Customers"
13971,19,8,2758.26,2,"Active Customers"
13972,71,2,190.25,2,"Active Customers"
13973,288,1,264.7,1,"Dormant"
13974,50,1,413.59,2,"Active Customers"
13975,32,6,2526.28,2,"Active Customers"
13976,207,1,357.98,1,"Dormant"
13978,15,2,196.79,2,"Active Customers"
13979,74,1,869.87,2,"Active Customers"
13980,61,1,200.14,2,"Active Customers"
13982,40,4,1871.81,2,"Active Customers"
13983,30,12,2603.43,2,"Active Customers"
13984,27,5,920.51,2,"Active Customers"
13985,5,15,7060.13,3,"VIP Customers"
13986,18,1,320.46,2,"Active Customers"
13988,20,6,4147.96,2,"Active Customers"
13989,66,2,1266.08,2,"Active Customers"
13990,214,1,311.3,1,"Dormant"
13991,13,6,854.97,2,"Active Customers"
13992,31,1,76.8,2,"Active Customers"
13993,43,9,3466.36,2,"Active Customers"
13994,4,6,2313.14,2,"Active Customers"
13995,16,5,1393.69,2,"Active Customers"
13999,11,12,3901.81,2,"Active Customers"
14000,212,1,635.66,1,"Dormant"
14001,46,3,2043.08,2,"Active Customers"
14002,135,2,529.73,2,"Active Customers"
14004,44,7,4582.64,2,"Active Customers"
14005,10,5,2874.72,2,"Active Customers"
14006,116,3,962.19,2,"Active Customers"
14009,199,2,695.61,1,"Dormant"
14012,278,1,328.8,1,"Dormant"
14013,111,3,473.02,2,"Active Customers"
14014,78,1,505.18,2,"Active Customers"
14015,53,1,917.34,2,"Active Customers"
14016,162,4,4291.21,2,"Active Customers"
14019,47,3,1421.61,2,"Active Customers"
14020,17,2,642.8,2,"Active Customers"
14021,156,3,631.9,1,"Dormant"
14022,226,1,440,1,"Dormant"
14023,8,2,584.07,2,"Active Customers"
14024,122,2,327.7,2,"Active Customers"
14027,61,1,104.82,2,"Active Customers"
14029,64,2,467.66,2,"Active Customers"
14030,19,8,2360.09,2,"Active Customers"
14031,8,19,17286.86,3,"VIP Customers"
14032,3,11,2975.59,2,"Active Customers"
14034,23,3,651.82,2,"Active Customers"
14035,29,5,1428.02,2,"Active Customers"
14036,285,1,626.65,1,"Dormant"
14037,177,2,147.2,1,"Dormant"
14038,79,3,1560.38,2,"Active Customers"
14039,34,1,152.2,2,"Active Customers"
14040,41,12,3614.92,2,"Active Customers"
14041,267,1,141.41,1,"Dormant"
14044,27,4,652.82,2,"Active Customers"
14045,110,4,1659.75,2,"Active Customers"
14046,285,1,151.59,1,"Dormant"
14047,9,5,1308.61,2,"Active Customers"
14048,306,1,409.93,1,"Dormant"
14049,17,4,5681.72,2,"Active Customers"
14050,32,2,746.36,2,"Active Customers"
14051,2,23,15610.39,3,"VIP Customers"
14052,20,1,225.36,2,"Active Customers"
14053,125,2,260.25,2,"Active Customers"
14054,66,1,92.46,2,"Active Customers"
14055,107,1,725.64,2,"Active Customers"
14056,2,23,8214.65,3,"VIP Customers"
14057,24,17,6217.96,3,"VIP Customers"
14059,267,1,183.6,1,"Dormant"
14060,5,19,6140.42,3,"VIP Customers"
14062,10,12,10464.85,3,"VIP Customers"
14064,30,5,1353.74,2,"Active Customers"
14066,267,1,152.55,1,"Dormant"
14067,64,2,374.7,2,"Active Customers"
14068,321,1,265.85,1,"Dormant"
14071,4,8,1424,2,"Active Customers"
14073,33,1,151.04,2,"Active Customers"
14075,5,3,942.26,2,"Active Customers"
14076,130,1,122.47,2,"Active Customers"
14077,41,5,499.42,2,"Active Customers"
14078,102,6,1049.37,2,"Active Customers"
14079,125,1,375.1,2,"Active Customers"
14080,33,1,52.2,2,"Active Customers"
14081,303,2,934.52,1,"Dormant"
14082,365,1,182.25,1,"Dormant"
14083,5,9,1018.43,2,"Active Customers"
14085,3,18,4448.54,3,"VIP Customers"
14087,3,1,194.42,2,"Active Customers"
14088,11,13,18715.313,3,"VIP Customers"
14089,57,1,161,2,"Active Customers"
14090,325,1,76.32,1,"Dormant"
14092,8,14,4076.91,3,"VIP Customers"
14093,13,1,442.85,2,"Active Customers"
14096,5,17,18715.313,3,"VIP Customers"
14098,37,1,147.35,2,"Active Customers"
14099,17,11,3104.17,2,"Active Customers"
14100,138,1,194.9,1,"Dormant"
14101,74,6,5976.79,2,"Active Customers"
14102,6,5,1360.28,2,"Active Customers"
14104,155,2,216.21,1,"Dormant"
14105,240,1,1266.23,1,"Dormant"
14107,52,7,2703.23,2,"Active Customers"
14108,31,2,597.91,2,"Active Customers"
14109,73,1,144.2,2,"Active Customers"
14110,4,12,5683.15,3,"VIP Customers"
14111,15,4,692.85,2,"Active Customers"
14112,23,7,2915.15,2,"Active Customers"
14113,4,4,1840.42,2,"Active Customers"
14114,274,2,386.53,1,"Dormant"
14116,20,5,1382.74,2,"Active Customers"
14117,144,1,90,1,"Dormant"
14121,4,4,2780.15,2,"Active Customers"
14124,85,1,419.58,2,"Active Customers"
14125,11,3,2740.43,2,"Active Customers"
14126,8,3,706.13,2,"Active Customers"
14127,123,3,709.71,2,"Active Customers"
14128,61,2,637.5,2,"Active Customers"
14129,2,5,1123.86,2,"Active Customers"
14130,320,1,483.86,1,"Dormant"
14132,3,11,3586.03,2,"Active Customers"
